М999РМ21,Климушин У. Ц.,3,12
М511СН21,Сагадеев Г. О.,3,22
Н751ТА21,Дементьев Ч. А.,8,6
Р001ХО21,Капица Г. Р.,9,26
Н446КУ21,Добрынин Ч. Л.,9,56
Т039ВН21,Энговатов Е. Л.,15,64
Р653КЕ21,Голованов Д. Х.,23,78
О631РА21,Бореев П. О.,21,34
Е697СО21,Папанов С. Р.,10,56
У172МТ21,Мурогов З. З.,3,100
А108ОТ21,Асланов М. В.,22,49
В386СХ21,Папанов И. У.,24,22
Х133КР21,Тредиаковский Т. Ж.,6,8
Т534УУ21,Крюков Г. Й.,12,74
Н231АЕ21,Добрынин Ц. У.,13,94
К351УР21,Капица Ч. К.,21,44
С834АА21,Косарёв Д. В.,9,55
Р306ОВ21,Мамыкин Ц. Й.,21,68
Н973ВА21,Сопов З. Б.,13,40
Т884УМ21,Энговатов С. Е.,23,81
Т451ТТ21,Семёнов Ч. В.,18,100
Х235МК21,Дементьев О. Б.,16,65
А738УР21,Анишин О. З.,3,54
А287ХУ21,Дёмин Л. Д.,17,4
М820ЕТ21,Коновалов Д. М.,14,32
О743ВР21,Голованов Ж. Б.,20,54
О210УУ21,Сопов Д. М.,19,56
А669НН21,Чукчов З. Ф.,5,82
С265ЕЕ21,Капица П. В.,14,81
Р202НУ21,Ефимов Ж. М.,23,40
А585УВ21,Добрынин Г. Ж.,16,77
У751МК21,Александров М. З.,8,50
Н038АЕ21,Коновалов Х. Е.,4,60
Т599РА21,Климушин Й. А.,9,41
С934МУ21,Коновалов У. Л.,23,74
Н170НВ21,Александров И. З.,18,8
Х103ВА21,Чукчов Г. Ж.,6,39
Р249МР21,Асланов Ч. М.,5,11
Р220ХР21,Хорьков Ц. У.,7,99
В552ОХ21,Хорьков В. М.,11,95
К765ЕС21,Хорьков У. Ч.,13,91
С191РЕ21,Борзилов Д. Б.,3,49
М095РА21,Артамонов О. Ф.,19,9
Т297НТ21,Дёмин Ч. Ф.,4,27
Т569РК21,Папанов Х. Е.,9,17
Е370НЕ21,Дёмин Ч. Т.,16,82
У260АЕ21,Дёгтин Ц. Е.,6,6
М862МС21,Буров М. Ч.,6,42
К138НР21,Чендев О. К.,20,28
Х008СН21,Мамыкин Л. Г.,3,50
В184АВ21,Алексеев Н. Х.,11,96
Р769СТ21,Бурый Ж. М.,21,68
Е365УР21,Анишин Ж. Ш.,4,65
О354УУ21,Артамонов С. Д.,7,94
О236ВВ21,Буров Л. Х.,8,99
О403ХЕ21,Анишин Ж. В.,7,67
С743ХМ21,Фомин Й. Н.,3,38
Е127КС21,Коновалов Р. М.,12,36
Е417АХ21,Парамонов У. Ф.,16,45
У789НК21,Сигаев Д. Е.,6,75
М899МТ21,Дёмин И. Ш.,6,29
Х245КО21,Голованов М. Д.,16,38
У401РВ21,Чукчов П. Р.,8,18
В449ОВ21,Дементьев Й. У.,6,56
С959СТ21,Сопов Ш. Т.,10,38
Р420СР21,Смирнитский Р. Р.,12,99
С209ХТ21,Бореев А. Ш.,15,83
К693СО21,Гачев Р. Т.,1,34
Х595УА21,Мамыкин Й. О.,24,58
О499ЕС21,Караулин Д. М.,23,23
Е967УУ21,Чуприн А. Ш.,2,20
М634РУ21,Бурый У. Х.,3,97
В544ЕЕ21,Закрятин С. Н.,21,41
У990АО21,Дёгтин Й. Й.,5,7
Н203ЕВ21,Крюков Р. Ш.,21,100
В765КС21,Капица Ц. Е.,2,68
В516АУ21,Крутин Н. Р.,20,25
Е035АЕ21,Папанов Ш. У.,22,49
В424ОР21,Буров М. Х.,22,16
Н764АА21,Энговатов О. Х.,3,75
А790ВТ21,Александров А. Ч.,1,52
В460АС21,Папанов И. В.,13,87
Н896КЕ21,Борзилов И. Б.,9,100
Р222МК21,Крутин Л. Л.,4,24
Р134ЕТ21,Коновалов З. Ф.,4,20
С454НТ21,Борзилов И. Т.,4,2
М759ВТ21,Папанов Д. Д.,13,62
К360РО21,Коновалов Ф. А.,13,12
С799ЕА21,Чиграков Д. Ч.,17,97
О615РН21,Коновалов Г. Ж.,17,6
Х004ХХ21,Семёнов В. Г.,10,80
М211НН21,Климушин Н. Д.,11,60
А863ВО21,Климушин В. Д.,4,39
В658НУ21,Климушин Ф. Д.,20,12
В524КО21,Гачев М. И.,23,78
Р940ХТ21,Семёнов Д. Х.,21,52
О616АО21,Борзилов А. У.,21,59
Н487УМ21,Чукчов Й. Р.,23,15
Р952ОУ21,Дементьев Л. И.,11,21
Р197НК21,Анишин В. Р.,8,79
О942СА21,Фомин Ф. А.,7,91
А164МО21,Дементьев Ф. А.,9,52
Е807НК21,Папанов И. Р.,23,1
Т652СР21,Ильюшин Т. Ш.,11,78
У306АУ21,Чукчов Ж. Т.,16,38
О700УУ21,Энговатов С. У.,15,45
Е740УВ21,Косарёв В. Г.,7,80
В330ОН21,Семёнов Р. Р.,17,76
Т079УР21,Ефимов Н. Г.,8,84
Н765ХО21,Анишин Е. В.,1,15
Е765ХР21,Папанов В. П.,10,1
С385ВМ21,Чукчов З. Р.,23,86
Т298МО21,Артамонов М. М.,4,75
Р033ВМ21,Крюков Т. А.,8,66
К422ЕС21,Кашканов Е. У.,24,99
О602ОР21,Колесников П. Ц.,23,19
С026ЕА21,Ковалёв У. Х.,24,58
К371МХ21,Дементьев Б. Г.,15,75
У544ТТ21,Александров Ч. Н.,4,93
Н429ЕР21,Ефимов И. Ш.,9,23
М441РЕ21,Худяков Н. В.,21,70
О817СУ21,Пивоваров В. Й.,13,43
Е568СМ21,Парамонов Ч. Г.,16,48
С959МН21,Крутин Р. Е.,15,73
Р024ТЕ21,Погодин К. Ф.,15,30
Н755ХМ21,Папанов Д. С.,20,24
В318КТ21,Косарёв С. Ф.,7,88
А707НА21,Хорьков Е. Ц.,24,67
С000НР21,Добрынин Е. Р.,2,20
К450ЕУ21,Пивоваров Б. Х.,22,77
К195ОК21,Капица С. Р.,1,28
М506НР21,Голованов Р. Л.,3,97
С347ОЕ21,Крюков Б. Л.,6,44
О012ЕХ21,Ковалёв Ш. В.,6,71
У098УТ21,Добрынин З. Р.,2,55
М108ТО21,Чиграков Й. Х.,24,86
Т089СС21,Караулин У. Ж.,6,77
А183НС21,Колесников Й. Т.,5,47
А468КА21,Парамонов Ш. Х.,4,21
А824СА21,Ефимов Г. Т.,5,8
В793СА21,Бурый А. М.,20,98
Х146СВ21,Погодин Е. Л.,21,62
Н326АМ21,Асланов И. Л.,19,28
Е787ХС21,Асланов И. Е.,21,49
Р024АО21,Пивоваров Ф. Ж.,3,19
С227СУ21,Капица Т. Ф.,7,17
С655ТР21,Капица З. Р.,1,43
Т132АХ21,Папанов Ж. Д.,23,70
Е208КА21,Краевcкий Х. Ш.,18,84
Р452ВЕ21,Дёгтин Й. Н.,21,88
Н009ЕЕ21,Буров К. Ц.,14,24
Е792ВА21,Голованов Ш. Н.,19,13
М964УН21,Краевcкий А. Р.,12,96
Х287АС21,Тредиаковский Х. Р.,7,81
Х396АА21,Дёгтин Е. П.,24,40
А927МН21,Мурогов З. Ш.,8,75
К011ОЕ21,Добрынин Л. К.,20,77
А486ЕХ21,Голованов Р. О.,24,19
О365СТ21,Дёмин Р. Б.,12,99
М781АР21,Бореев З. Г.,22,62
Х408НЕ21,Коновалов Й. У.,3,70
Н590РЕ21,Анишин Й. Й.,19,22
А435ВВ21,Караулин Н. Г.,7,51
А092АА21,Ефимов И. Ф.,15,16
В498СА21,Ковалёв Ш. Д.,8,42
М424УР21,Анишин К. З.,23,72
Р844ЕТ21,Дубов Б. Ж.,5,53
Т732КА21,Сагадеев С. О.,2,87
С162СР21,Чукчов В. Ж.,22,72
У866АВ21,Косарёв П. Ж.,12,35
У510КВ21,Мамыкин Ж. В.,10,77
М302РК21,Кашканов Г. Й.,9,49
С690ВР21,Чендев М. Д.,12,16
О997РА21,Семёнов О. Р.,11,51
Т468РЕ21,Папанов Н. А.,5,34
Р246УО21,Караулин О. Ф.,5,39
Е090НК21,Борзилов Б. Ж.,23,95
Т329СТ21,Капица В. Р.,2,20
У422МС21,Климушин Д. Д.,22,77
М563РТ21,Чендев О. Х.,13,99
С294ХС21,Чукчов Р. Е.,12,29
М457СТ21,Краевcкий О. Т.,19,41
Н825КХ21,Чуприн И. Н.,20,59
О823НР21,Асланов П. Ц.,3,0
Н181УМ21,Александров Л. Ф.,5,44
Х771СН21,Бореев Ц. В.,12,100
Т223РХ21,Тредиаковский К. Й.,15,21
А887МН21,Крюков Р. У.,2,11
О253КС21,Ильюшин Д. С.,3,56
В790АХ21,Дёгтин Л. О.,9,48
Х447ХМ21,Капица Ц. Л.,12,14
Т627РУ21,Дёгтин Р. Х.,23,9
Т152ЕХ21,Климушин В. Д.,19,64
С507ХО21,Гачев Ф. Н.,3,4
А247ВЕ21,Краевcкий Ч. Е.,16,59
Е449КН21,Энговатов Ч. Ш.,6,56
А073УМ21,Краевcкий А. Б.,8,93
О194СА21,Сигаев К. М.,22,50
Е558РС21,Фомин Б. С.,16,63
Х309УВ21,Дементьев П. С.,15,31
Е176УН21,Буров А. Ф.,8,71
Н570ММ21,Фомин У. Б.,10,53
М498ЕА21,Капица Ч. М.,5,50
С281ТО21,Голованов А. Л.,23,28
С226НР21,Сопов А. Б.,14,93
Н946ТА21,Хорьков Л. З.,14,96
М987ММ21,Чуприн У. Ш.,12,86
В043ЕМ21,Дёгтин И. М.,24,45
Х415АА21,Краевcкий К. Е.,21,53
К289СХ21,Борзилов Й. Ш.,7,95
О520ВА21,Колесников Д. П.,1,26
Р330МА21,Мамыкин Ж. Ш.,10,88
М896ХК21,Бурый Н. Х.,7,87
А213КС21,Артамонов С. Т.,20,28
А990УТ21,Ильюшин Г. У.,16,2
Х247ЕС21,Добрынин Ж. Й.,16,46
В382МА21,Бурый Д. К.,19,92
О731МЕ21,Папанов Ш. Е.,11,3
У520МТ21,Ковалёв З. Р.,16,26
В647НХ21,Худяков У. Т.,7,42
Т927ОУ21,Фомин Л. Ч.,9,25
С300НУ21,Погодин Х. С.,11,0
К410АУ21,Борзилов Х. У.,1,97
Х003ХУ21,Хорьков С. М.,6,31
Т072СО21,Чиграков З. Р.,12,33
С510АЕ21,Мамыкин М. П.,12,98
А523СЕ21,Колесников Н. М.,9,75
Р772РВ21,Климушин У. В.,17,0
К203ХО21,Голованов Х. Ф.,17,6
Х824КА21,Папанов Ц. З.,23,86
О146РВ21,Чиграков Х. Ж.,23,10
В770РТ21,Сигаев И. Л.,5,13
Н538ТН21,Коновалов Т. П.,9,77
Н047НН21,Алексеев К. Р.,19,60
С790ЕВ21,Караулин З. Ш.,1,68
О736РЕ21,Закрятин К. Г.,19,28
Х075ХА21,Ковалёв А. Б.,16,92
Х760МТ21,Александров Х. К.,18,55
Т083АА21,Чиграков Л. Ц.,18,78
Н093РУ21,Пивоваров Х. П.,12,86
Х713ТС21,Бурый Т. П.,22,25
Р385ХТ21,Чуприн Ц. Р.,3,82
Т991ОУ21,Энговатов Е. И.,11,59
К844КК21,Алексеев П. Г.,15,72
Х680ТК21,Погодин А. И.,22,5
О156ОР21,Мамыкин М. М.,7,18
Т485МХ21,Чендев Х. О.,19,1
Т288НВ21,Дёгтин Ш. Ш.,9,38
В449ВН21,Сигаев Е. В.,23,23
А190ТУ21,Чуприн Ш. Х.,3,78
Е275АР21,Ефимов И. Л.,4,52
Р194РС21,Семёнов Ч. О.,10,93
Р183СК21,Колесников З. З.,12,89
А189ВУ21,Дёмин Е. В.,21,84
А158СН21,Гачев А. О.,18,15
К905ЕА21,Закрятин С. Д.,13,61
У467ВВ21,Капица П. Н.,23,15
А100АК21,Крутин К. Д.,9,97
Х281УС21,Крутин Ч. Н.,5,26
Х798СС21,Ильюшин Й. Х.,23,6
Н011УВ21,Климушин Б. Х.,13,67
У210ТА21,Парамонов Г. Ж.,14,80
У143УТ21,Папанов Л. Д.,23,38
О598ЕК21,Пивоваров Ш. Х.,13,54
С840ТС21,Кашканов Л. Л.,12,81
Т809УМ21,Ефимов П. Г.,8,40
Х769КВ21,Коновалов Ф. Ф.,13,22
У301ЕВ21,Голованов Г. М.,5,25
У295СО21,Сопов Ж. Т.,22,21
А008ТР21,Чендев П. Д.,24,99
Н340СТ21,Добрынин З. Ч.,10,97
У286ЕМ21,Караулин М. Т.,8,8
Т359ОУ21,Артамонов Х. Д.,19,98
Е874ОЕ21,Папанов Ч. Ф.,24,35
В177ХО21,Сагадеев Ц. Н.,2,97
Т031ВК21,Борзилов А. Е.,10,48
К561СХ21,Дементьев М. Л.,6,30
С913ЕА21,Мамыкин Н. И.,12,63
А010МА21,Алексеев Б. У.,4,4
С769ОС21,Мамыкин Ж. Ж.,4,81
С252РЕ21,Парамонов А. Н.,1,43
К455АМ21,Дубов А. Ц.,11,9
А064ТУ21,Ильюшин Х. Р.,10,30
О347КМ21,Добрынин В. Ф.,8,91
Х970УЕ21,Артамонов Г. М.,13,52
Р402КЕ21,Алексеев С. Х.,2,99
С159УК21,Бурый Й. О.,4,54
М091СК21,Косарёв Ф. С.,8,92
К623ТЕ21,Худяков К. Ш.,4,42
У259ТМ21,Фомин Ш. И.,2,61
А887ВВ21,Караулин К. Ф.,5,69
Х110ТЕ21,Капица К. Т.,4,67
Н707НА21,Мамыкин К. С.,19,14
Е288ХР21,Бореев Г. М.,11,79
К780ЕВ21,Хорьков Е. А.,19,71
Р437ВЕ21,Дубов В. Е.,23,26
Р312ЕА21,Погодин Й. М.,1,34
В726ХН21,Бурый А. У.,11,65
С063ХА21,Ковалёв Н. К.,17,66
А018МТ21,Сигаев Ф. С.,20,55
С127ОА21,Крюков Н. Х.,11,92
М883УТ21,Чиграков Б. Б.,6,89
Х857УК21,Погодин Ц. О.,21,19
М867СВ21,Сагадеев Р. Й.,4,88
Х397МР21,Чендев Т. Ф.,18,30
Е059СК21,Дубов М. Н.,2,7
М960ВР21,Мурогов Г. Д.,7,80
О919ТС21,Климушин Й. П.,5,66
М145УН21,Энговатов Е. С.,3,57
Е106ЕЕ21,Дубов Б. З.,1,39
Т078ТО21,Парамонов Б. К.,20,0
Р183СР21,Бурый О. Г.,24,79
М630МТ21,Бурый А. С.,6,50
Х402ТХ21,Дёгтин С. Л.,19,56
Т119ЕН21,Мамыкин П. Г.,14,72
Н256РА21,Смирнитский Ф. Ф.,2,19
Р993НМ21,Бореев Д. В.,21,26
С526НЕ21,Колесников Р. В.,15,60
Т150ХЕ21,Краевcкий Х. Д.,17,22
А803УУ21,Сигаев Х. Т.,12,1
Т518МВ21,Смирнитский Ч. У.,5,78
Р783ЕВ21,Дементьев С. С.,1,91
О265АМ21,Асланов Й. А.,24,62
У445КС21,Добрынин Ш. Б.,12,0
Р540КВ21,Погодин Ф. Ж.,10,32
А389РТ21,Дементьев Ж. Ч.,10,60
Е198ТО21,Анишин У. Е.,9,82
Х361УА21,Тредиаковский Х. М.,8,36
Н637КВ21,Фомин Н. Б.,14,93
С135ВЕ21,Смирнитский И. Д.,8,37
М304СВ21,Колесников К. С.,17,20
У105ЕВ21,Голованов О. С.,11,38
У474МС21,Дёгтин П. Г.,2,56
Х882ТС21,Чуприн И. Д.,6,18
Р556ЕА21,Ефимов Е. К.,16,91
К813ЕА21,Сопов Ч. А.,23,8
О894УЕ21,Закрятин Х. З.,1,7
К728ОХ21,Александров В. З.,15,76
С967АК21,Ковалёв А. Е.,11,86
Х301ТС21,Кашканов М. Л.,6,78
О472РА21,Косарёв Х. Ч.,3,90
Н234НК21,Мамыкин Л. О.,10,5
К638ТТ21,Караулин Ф. С.,3,18
У554РЕ21,Голованов Ж. С.,16,49
М871МВ21,Худяков Г. Д.,3,69
В036КВ21,Энговатов В. А.,20,98
А034ХХ21,Климушин П. Ш.,8,14
Е720МК21,Голованов Б. Ч.,9,49
О525РН21,Смирнитский Б. Н.,14,9
Х853ЕК21,Гачев С. П.,17,63
У567ЕС21,Дементьев Е. Й.,24,35
В572ХХ21,Дёгтин К. Й.,4,45
С599АО21,Кашканов Б. Ч.,1,44
М128УН21,Мамыкин Х. О.,12,43
С269СУ21,Дёмин И. Д.,4,7
Н412ЕС21,Голованов З. З.,17,0
У563ТМ21,Голованов Х. У.,7,13
Р867ХТ21,Дубов К. Г.,1,28
Н512ВК21,Тредиаковский П. Ж.,16,54
Т061ТН21,Дементьев Ж. Ш.,9,85
М485ВК21,Крюков Д. Л.,17,89
К303ВТ21,Тредиаковский Й. Ш.,11,39
Е499ЕВ21,Караулин Ж. Т.,9,32
У565ХС21,Анишин Х. М.,22,26
С664УК21,Колесников П. Й.,5,70
Х127РУ21,Закрятин К. Ц.,8,43
А172ММ21,Чукчов У. М.,10,66
А237НН21,Чукчов П. В.,3,32
У441ТО21,Косарёв У. В.,10,27
М710АС21,Караулин Д. Ж.,3,49
М194УР21,Парамонов Р. Ш.,23,7
Н138МК21,Александров Х. Е.,22,13
Е678КС21,Мамыкин Ц. М.,11,5
А036ЕВ21,Папанов Ц. Ф.,2,6
К236СУ21,Коновалов И. Т.,22,75
С438ВВ21,Ковалёв Н. О.,21,73
Н303ЕУ21,Колесников И. Е.,9,61
С859УС21,Чуприн М. У.,3,49
М589ОА21,Асланов Ч. Й.,6,37
К568АВ21,Сопов С. Ф.,5,90
В234ХВ21,Бореев З. О.,5,8
М277ОР21,Капица Ф. Ж.,15,72
В175УР21,Погодин З. Т.,24,79
А303КМ21,Дементьев Т. У.,14,58
М983СВ21,Чиграков Ц. Н.,10,61
Р084МР21,Погодин Е. В.,6,26
У981АМ21,Парамонов Ж. С.,3,0
О509ОН21,Чендев Х. О.,8,12
В800СЕ21,Алексеев Т. М.,15,30
О116КН21,Мамыкин И. Д.,17,78
У847ОХ21,Караулин И. Т.,6,44
Е623ОХ21,Алексеев Ш. Г.,5,0
О649ЕК21,Бурый Р. Л.,7,36
Т709МХ21,Сопов Й. Г.,11,60
М402РС21,Бурый Л. П.,11,49
К101КА21,Семёнов Ч. Р.,5,39
Х623АО21,Бореев Л. Й.,13,66
Х269СВ21,Папанов Ш. С.,22,36
Р719ВТ21,Энговатов Р. З.,13,16
Т914МВ21,Колесников М. Д.,10,28
Р322НС21,Погодин И. Х.,21,27
Х178СК21,Косарёв Ш. У.,1,81
Х278УР21,Хорьков Н. Г.,5,79
О225РУ21,Парамонов Г. Ш.,5,42
Т867НН21,Чуприн Ф. Т.,3,88
Н282ТС21,Чукчов В. Ж.,23,83
А708РВ21,Климушин Й. Т.,1,4
У070КК21,Караулин К. З.,11,18
В804МС21,Буров З. М.,6,81
С138УА21,Хорьков Д. Е.,3,99
В440ЕО21,Дёмин С. Т.,1,47
У856АТ21,Краевcкий Ф. Р.,22,59
У543НЕ21,Ефимов Д. Б.,22,4
О092МХ21,Анишин Л. С.,23,51
С738НР21,Чиграков Е. О.,1,67
О825ОТ21,Семёнов Е. Р.,2,99
Т425ХЕ21,Дементьев Ш. Б.,13,10
В859МВ21,Ефимов Н. Ш.,11,49
В194ЕО21,Мамыкин Т. Б.,9,28
С951РК21,Чиграков И. Р.,11,57
А605ХВ21,Фомин Х. Л.,4,96
С957ОН21,Караулин У. Е.,22,85
К795СУ21,Анишин С. Н.,24,97
С280ВЕ21,Буров У. С.,19,99
Н581СВ21,Пивоваров С. Н.,3,50
М164НК21,Дементьев Е. П.,7,68
С321ММ21,Мамыкин У. Б.,11,44
О321ВЕ21,Буров Й. В.,22,17
К223АМ21,Асланов Н. Н.,18,90
Р866КВ21,Худяков Т. Ж.,10,39
Р942ТМ21,Дёгтин Н. У.,23,82
Т050ХЕ21,Сигаев П. А.,5,18
М237ЕЕ21,Фомин У. Н.,20,46
Н365КЕ21,Косарёв П. Л.,22,65
С862ХЕ21,Буров М. Т.,7,70
Р027КВ21,Бореев У. П.,7,65
А428ОМ21,Сопов Ш. Х.,7,62
У064ХН21,Кашканов В. Ф.,17,77
Р017ХХ21,Коновалов Б. Ц.,3,89
Х975ЕХ21,Краевcкий Т. Х.,1,91
Н398ВА21,Чендев Е. Х.,7,27
Е020УС21,Погодин К. Ц.,9,21
К338ХМ21,Гачев З. Н.,15,50
С448НМ21,Ефимов Л. Р.,10,75
А600ЕТ21,Колесников Й. Т.,1,25
М174СО21,Артамонов М. С.,19,28
У407КТ21,Чиграков И. Б.,19,76
М612НО21,Дёмин Е. Р.,22,7
У574СС21,Чиграков С. Ц.,9,14
А611ЕТ21,Кашканов Ц. И.,12,47
К635КС21,Чендев О. Д.,18,33
К551СО21,Капица С. П.,17,70
Н248АЕ21,Буров Х. И.,24,11
С228АС21,Бурый Н. Т.,24,6
К095ВА21,Семёнов У. Д.,11,18
Т534УВ21,Сагадеев К. Ф.,14,27
О635ТО21,Гачев Ц. Ф.,18,2
М610МК21,Чуприн Ш. Ш.,10,72
К119РТ21,Хорьков Ш. Ч.,21,87
Р803НВ21,Ефимов Б. О.,9,4
О859АР21,Семёнов П. А.,9,62
Т551НВ21,Дубов П. Ч.,24,33
Р292МР21,Чукчов Г. П.,21,36
М235УМ21,Мамыкин З. В.,18,67
Т420ОТ21,Гачев Л. Р.,6,54
К066МО21,Кашканов Ч. В.,22,65
Т177ОН21,Бурый П. О.,1,52
Н212ТУ21,Чендев Ф. Л.,23,57
А754УХ21,Дементьев Д. Р.,10,13
С237ХА21,Краевcкий С. О.,24,53
В707АЕ21,Ковалёв Ч. К.,22,67
Р510СТ21,Мамыкин Т. В.,22,30
О256ЕВ21,Энговатов И. П.,2,77
О339ЕА21,Алексеев О. Л.,17,94
К834РУ21,Дубов Х. Ц.,5,80
У970РУ21,Дёгтин Г. У.,19,21
В887ЕА21,Косарёв Н. В.,4,69
Т271СТ21,Ковалёв Н. К.,9,51
Х434НО21,Ильюшин Ц. П.,17,52
В982ХН21,Сагадеев А. Л.,17,93
У720НК21,Энговатов К. Б.,1,69
М750ОТ21,Папанов Л. М.,19,72
М063РН21,Мурогов Й. Н.,23,2
У853ЕС21,Чуприн Ш. Й.,13,90
М775СУ21,Чукчов Й. Г.,19,42
Е065РТ21,Краевcкий И. Р.,6,83
С145ММ21,Худяков Н. Л.,17,30
Е995ЕУ21,Асланов Ф. Л.,21,78
М630МВ21,Сопов У. Й.,3,3
А001НВ21,Борзилов Ф. Й.,13,11
Т538АО21,Хорьков У. Й.,19,33
Т174МК21,Худяков Л. П.,5,63
В992АЕ21,Крутин К. Г.,22,85
У357ХО21,Гачев Ф. Е.,3,17
О500ЕА21,Борзилов Р. З.,21,50
Х304ТМ21,Смирнитский Ш. Ж.,2,31
У845МХ21,Семёнов М. Д.,2,43
А753ЕМ21,Александров А. Р.,24,14
Т397УН21,Энговатов Л. И.,20,16
С109КК21,Гачев Б. Т.,19,77
В120ОО21,Дементьев Ц. Р.,5,40
М194МЕ21,Капица У. Ж.,22,29
Т290СС21,Борзилов Й. Ж.,7,23
Т828КН21,Колесников С. Т.,5,48
Х790РТ21,Голованов А. У.,14,9
Х818АХ21,Артамонов И. Е.,11,25
М927ОР21,Дементьев Т. Х.,6,57
А053КВ21,Бурый Ч. У.,21,20
Н212АХ21,Асланов Д. А.,15,21
Н283ТН21,Ефимов В. Н.,15,24
М757УС21,Тредиаковский З. П.,16,90
Н289КВ21,Дубов П. Г.,12,8
Т435ТО21,Парамонов Ш. Р.,5,70
Х164ЕН21,Энговатов Л. П.,12,4
С024ММ21,Чукчов О. Ц.,16,54
Р421РР21,Дементьев Д. Г.,8,80
В701КЕ21,Голованов Н. Ц.,17,61
Т387ВС21,Гачев У. А.,19,22
